data_time,data_value
2021-11-07,34819.58347379457
2021-11-08,36642.152815560105
2021-11-09,36088.27430323779
2021-11-10,35978.78976039064
2021-11-11,38191.37731606478
2021-11-12,38251.89068280392
2021-11-13,36853.071637624416
2021-11-14,34060.5930972132
2021-11-15,38555.16226983603
2021-11-16,42394.586254194706
2021-11-17,45114.67055229902
2021-11-18,45494.40086079028
2021-11-19,45046.50799160255
2021-11-20,44006.88660661327
2021-11-21,41977.643850595196
2021-11-22,42877.86462694223
2021-11-23,40866.35366579471
2021-11-24,42838.49169271898
2021-11-25,43171.05567547009
2021-11-26,42009.73429262106
2021-11-27,41500.46381486534
2021-11-28,39726.1087285224
2021-11-29,42640.85297844747
2021-11-30,41889.10962739414
2021-12-01,42435.1057105731
2021-12-02,42277.53296109486
2021-12-03,42020.1488115422
2021-12-04,42842.80982234539
2021-12-05,38680.23510017947
2021-12-06,42102.15553052275
2021-12-07,40517.76504486888
2021-12-08,39134.268779744
2021-12-09,39870.43299055338
2021-12-10,40373.37257408656
2021-12-11,40189.859000617296
2021-12-12,38474.465297775765
2021-12-13,41935.19109083722
2021-12-14,41399.86931896272
2021-12-15,40728.53229169309
2021-12-16,38830.47906513177
2021-12-17,41966.2794770763
2021-12-18,40980.88465114558
2021-12-19,39517.52468245757
2021-12-20,41588.95146240623
2021-12-21,40775.0149366824
2021-12-22,41527.301044281165
2021-12-23,39916.8858716338
2021-12-24,40051.584349709796
2021-12-25,38350.26800373057
2021-12-26,36658.47895471455
2021-12-27,40514.91713637418
2021-12-28,41415.377959587495
2021-12-29,46652.55667288808
2021-12-30,46891.39762895499
2021-12-31,45684.19023193372
2022-01-01,37196.360801324445
2022-01-02,37849.882774028476
2022-01-03,37950.742659323354
2022-01-04,41708.962683455495
2022-01-05,41765.39817982281
2022-01-06,42035.663328155635
2022-01-07,42475.52712980486
2022-01-08,41052.554640212235
2022-01-09,37635.38125464725
2022-01-10,41154.25531563169
2022-01-11,41025.10206232799
2022-01-12,41545.473547790105
2022-01-13,41120.31348021101
2022-01-14,39629.84925810041
2022-01-15,37209.25678271646
2022-01-16,36498.760304598654
2022-01-17,38427.21611547071
2022-01-18,38718.672349733824
2022-01-19,27744.833135463974
2022-01-20,45520.72045871458
2022-01-21,35809.34358755532
2022-01-22,33757.20469825881
2022-01-23,32033.007651923093
2022-01-24,39078.062760881316
2022-01-25,39041.875937850215
2022-01-26,39024.67799339463
2022-01-27,38990.04259983533
2022-01-28,38431.62934864613
2022-01-29,37095.307681716906
2022-01-30,37052.26227840286
2022-01-31,29197.635002755702
2022-02-01,32768.832659079126
2022-02-02,35362.20034401389
2022-02-03,35763.752687107786
2022-02-04,34835.846954771376
2022-02-05,35417.434163732265
2022-02-06,34636.55179472822
2022-02-07,39968.98192720129
2022-02-08,39598.33723683969
2022-02-09,40339.58739779318
2022-02-10,37238.530315692
2022-02-11,38439.74261757771
2022-02-12,37312.786732054265
2022-02-13,36063.17273306505
2022-02-14,38462.570641914775
2022-02-15,35574.860225004406
2022-02-16,37394.733507093624
2022-02-17,33455.633949486466
2022-02-18,37697.750801772665
2022-02-19,35817.2029154652
2022-02-20,35093.87138184064
2022-02-21,38438.13163422969
2022-02-22,37099.41053702259
2022-02-23,37260.59309063564
2022-02-24,36896.22384168179
2022-02-25,37286.0841695344
2022-02-26,34841.87166292066
2022-02-27,33601.06182905656
2022-02-28,36222.62179650286
2022-03-01,35972.01631754379
2022-03-02,34490.68806866444
2022-03-03,33427.49537479049
2022-03-04,33037.02600451172
2022-03-05,32842.50367687567
2022-03-06,30853.393202964457
2022-03-07,32363.207597104556
2022-03-08,31702.624208536057
2022-03-09,28104.560445572533
2022-03-10,32632.486724019684
2022-03-11,31433.17230034829
2022-03-12,36718.81358596527
2022-03-13,44669.76051930757
2022-03-14,44740.64346574589
2022-03-15,43500.22583572737
2022-03-16,39843.70863507734
2022-03-17,53822.9301762964
2022-03-18,40609.1996823471
2022-03-19,51260.99458199959
2022-03-20,36265.882820344494
2022-03-21,29319.496208669014
2022-03-22,29228.449301342607
2022-03-23,29603.273504654408
2022-03-24,29532.555212988962
2022-03-25,29841.491608762255
2022-03-26,29142.720075810328
2022-03-27,30057.96680649799
2022-03-28,30330.39708246191
2022-03-29,29895.43859311792
2022-03-30,29794.31488442077
2022-03-31,28584.98853361808
2022-04-01,28781.139112925455
2022-04-02,29735.757434696945
2022-04-03,29909.869944963466
2022-04-04,28052.167289403806
2022-04-05,28570.443357848362
2022-04-06,28264.44968077123
2022-04-07,28469.737909465675
2022-04-08,30876.960685339356
2022-04-09,30377.507446388354
2022-04-10,42727.03284219422
2022-04-11,50576.33994220814
2022-04-12,29537.186440898455
2022-04-13,30498.591385551357
2022-04-14,28466.63750851644
2022-04-15,29049.333552076492
2022-04-16,29043.197932923224
2022-04-17,27269.494240972414
