2021-07-30,2
2021-10-31,1
2021-11-02,4
2021-11-03,1
2021-11-07,1
2021-11-12,1
2022-03-08,1
2022-03-11,3
2022-03-12,8,1
2022-03-13,6,1
2022-03-14,10,2
2022-03-15,11,3,9,1
2022-03-16,4,1,2,1
2022-03-17,10,6,9,1
2022-03-18,3,0,1,0
2022-03-19,3,4,3,2
2022-03-20,1,1,1,1
2022-03-21,2,1,0,0
2022-03-22,1,0,1,0
2022-03-25,1,0,0,0
2022-03-26,0,1,0,0
2022-03-29,1,1,0,0
2022-03-30,2,0,0,0
2022-03-31,0,2,0,0
2022-04-01,0,2,0,0
2022-04,02,0,1,0,0
2022-04-03,0,1,0,0
2022-04-04,0,1,0,0
